 1948 2025
1948   0.28   0.41   0.74   0.21   0.23   0.39   0.07   0.23   0.42  -0.61  -0.21   0.56
1949   0.18   0.16  -0.50   0.15   0.41  -0.01  -0.09   0.06  -0.41  -0.57  -0.28  -0.82
1950  -0.67  -1.52  -1.37  -1.31  -1.26  -1.79  -1.72  -0.96  -0.92  -1.21  -1.09  -1.42
1951  -1.03  -0.61  -0.21   0.33   0.69   0.16   1.30   0.99   1.05   1.11   0.90   0.79
1952   0.64   0.51   0.11   0.72  -0.52  -0.80  -0.57  -0.14  -0.03  -0.05  -0.02   0.36
1953   0.22   0.46   0.52   0.81   1.77   0.60   0.35   0.87   1.14   0.16   0.36   0.40
1954   0.06   0.37   0.20  -0.31  -0.37  -0.48  -0.85  -1.17  -0.67  -0.55  -0.65  -0.84
1955   0.01  -0.98  -0.54  -0.40  -1.34  -1.57  -1.75  -1.27  -1.41  -1.58  -1.61  -1.05
1956  -1.01  -1.00  -0.93  -0.97  -1.06  -1.13  -1.16  -1.05  -0.55  -1.23  -0.55  -0.60
1957  -0.38   0.03   0.27   0.44   1.09   0.66   0.63   1.05   0.90   0.49   1.17   0.85
1958   1.63   1.19   0.89   0.35   1.14   0.44   0.08  -0.13   0.03   0.25   0.35   0.57
1959   0.67   0.94  -0.04   0.20   0.06   0.11   0.14   0.01  -0.26  -0.06  -0.49  -0.26
1960   0.11  -0.02  -0.17  -0.19   0.05   0.04  -0.28  -0.23  -0.16   0.07  -0.46  -0.16
1961   0.17  -0.19   0.94  -0.23   0.03   0.34  -0.19  -0.10  -0.29  -0.07  -0.40  -0.59
1962  -0.73   0.10  -0.10  -0.29  -0.77  -0.25  -0.08  -0.21  -0.51  -0.59  -0.32  -0.13
1963  -0.40  -0.24  -0.22  -0.15   0.07   0.62   0.80   0.85   0.79   1.15   0.85   1.14
1964   0.68   0.41  -0.31  -1.02  -0.48  -0.97  -0.67  -1.13  -1.10  -1.12  -0.51  -0.26
1965  -0.01  -0.19  -0.27   0.52   0.30   1.04   1.88   1.52   1.56   1.50   1.87   0.80
1966   1.19   0.74   1.32   0.90   0.41   0.14   0.42  -0.15   0.17   0.14  -0.06   0.20
1967  -0.81  -0.81  -0.51  -0.29   0.13  -0.28  -0.00  -0.40  -0.49  -0.12   0.14   0.22
1968  -0.41  -0.72  -0.24  -0.19  -0.83  -0.21   0.06   0.34   0.29   0.36   0.63   0.42
1969   1.09   0.99   0.51   0.72   0.86   0.38   0.56   0.70   0.89   1.00   0.49   0.33
1970   0.85   0.74   0.23   0.46   0.14  -0.56  -0.40  -0.82  -0.94  -0.68  -1.29  -1.21
1971  -0.77  -1.33  -1.59  -1.71  -1.02  -0.71  -0.45  -1.10  -1.07  -1.21  -0.67  -0.42
1972  -0.35  -0.38  -0.15   0.45   1.55   1.24   1.67   1.44   1.53   1.54   1.16   1.76
1973   1.07   1.27   0.50   0.18  -0.47  -1.13  -1.07  -1.40  -1.41  -1.29  -2.40  -1.73
1974  -1.83  -1.49  -1.74  -1.24  -1.21  -0.63  -0.96  -0.48  -0.65  -0.75  -0.26  -0.39
1975   0.13  -0.36  -0.78  -0.96  -0.99  -1.66  -1.85  -1.74  -1.82  -1.58  -1.33  -1.57
1976  -1.33  -1.09  -0.91  -0.36  -0.59   0.11   0.83   0.86   1.03   0.45   0.11   0.59
1977   0.66   0.08   0.80   0.33   0.70   1.21   1.20   0.83   0.82   1.15   1.30   1.12
1978   0.64   1.41   0.42   0.11  -1.02  -0.48  -0.48  -0.50  -0.34   0.15   0.07   0.19
1979   0.28  -0.17   0.35   0.48  -0.20  -0.12  -0.68   0.46   0.36   0.36   0.49   0.78
1980   0.25   0.23   0.54   0.87   0.42   0.63   0.23  -0.14   0.24   0.11   0.30   0.34
1981  -0.26  -0.05   0.82   0.18  -0.36  -0.53  -0.61  -0.30  -0.18   0.31  -0.15  -0.06
1982  -0.29  -0.04   0.04   0.47   1.05   1.77   1.54   1.85   1.95   2.15   2.63   2.23
1983   2.65   2.76   2.49   1.58   0.67   0.81   0.36   0.06  -0.64  -0.74  -0.51  -0.34
1984  -0.33  -0.47   0.05  -0.57  -0.42  -0.30  -0.23  -0.33  -0.21  -0.20  -0.64  -0.59
1985  -0.16  -0.84  -0.68  -1.09  -0.53  -0.12  -0.25  -0.64  -0.28  -0.02  -0.02  -0.17
1986  -0.65   0.17  -0.25  -0.29   0.02  -0.36   0.17   0.56   0.74   0.31   1.32   1.22
1987   0.99   1.30   1.72   1.87   1.96   2.12   2.08   1.83   1.62   1.12   0.72   0.87
1988   0.56   0.50   0.22  -0.31  -1.33  -1.16  -1.63  -1.64  -1.63  -1.79  -2.01  -1.35
1989  -1.45  -1.12  -1.09  -1.68  -1.28  -0.80  -0.67  -0.06  -0.38  -0.49   0.06   0.26
1990   0.17   0.97   0.63   0.32  -0.29   0.09   0.02   0.45   0.52   0.17   0.40   0.40
1991   0.17   0.24   0.66   0.87   1.36   0.93   0.69   0.80   0.97   1.24   0.97   1.70
1992   2.04   1.42   2.21   2.07   1.20   1.18   0.67  -0.09  -0.02   0.71   0.36   0.39
1993   0.59   0.67   0.83   1.73   1.21   1.41   0.91   0.89   0.61   0.92   0.24   0.14
1994   0.20  -0.05   0.54   1.12   0.87   0.82   1.07   1.30   1.11   1.24   0.99   1.25
1995   0.85   0.69   0.47   0.97   0.61   0.26  -0.02  -0.22  -0.40  -0.25  -0.37   0.00
1996  -0.58  -0.36  -0.47  -0.54  -0.50  -0.60  -0.28  -0.35  -0.42  -0.26  -0.02  -0.41
1997  -0.26  -0.61   0.44   0.97   2.10   2.15   1.87   2.43   2.19   2.09   1.87   1.67
1998   2.62   2.36   2.44   1.57   0.69  -0.54  -1.10  -1.05  -0.98  -1.12  -1.14  -1.25
1999  -1.51  -1.15  -0.92  -1.13  -0.67  -0.76  -0.81  -0.76  -0.43  -0.98  -1.23  -1.30
2000  -1.12  -1.55  -1.20  -1.05  -0.66  -0.39  -0.16  -0.43  -0.60  -0.75  -1.33  -0.67
2001  -0.81  -0.97  -0.46  -0.12   0.30   0.00   0.32   0.41  -0.17   0.05  -0.45   0.33
2002  -0.15  -0.34   0.49   0.37   0.96   0.93   0.92   1.23   0.96   1.01   1.05   1.35
2003   0.74   0.90   0.79   0.23   0.01   0.28   0.15   0.17   0.24   0.42   0.43  -0.20
2004   0.88  -0.33   0.08   0.64  -0.22   0.65   0.80   0.85   0.73   0.58   0.79   0.88
2005   0.25   1.87   0.35   0.71   1.03   0.23   0.12   0.33  -0.14  -0.55  -0.04  -0.22
2006  -1.14  -0.32  -0.98  -0.51   0.47   0.39   0.52   0.98   0.82   1.21   0.49   0.83
2007   0.82   0.31   0.12   0.11   0.02  -0.15   0.06  -0.44  -0.69  -1.07  -1.22  -1.45
2008  -1.59  -2.10  -1.17  -0.90  -0.27  -0.45  -0.01  -0.38  -0.75  -0.73  -0.89  -0.98
2009  -1.19  -1.64  -0.36  -0.54   0.65   0.67   0.59   0.95   0.30   1.77   1.44   1.67
2010   1.53   1.72   1.25  -0.18  -0.75  -0.70  -2.02  -2.29  -2.57  -2.23  -1.80  -2.65
2011  -2.30  -2.58  -2.22  -1.71  -0.63  -0.31  -0.82  -0.79  -1.15  -1.05  -1.41  -2.08
2012  -1.11  -0.67  -0.73  -0.01  -0.06   0.43   0.52   0.62   0.22  -0.06   0.01   0.41
2013  -0.10  -0.05  -0.97  -0.12  -0.76  -0.93  -0.71  -0.33  -0.18  -0.08  -0.56  -0.01
2014  -1.09  -0.28   0.59  -0.16   0.08   0.38   0.36   0.63   0.87   0.74   1.22   0.83
2015   0.94   0.20   0.86   0.90   1.68   1.52   2.29   2.44   2.63   2.53   1.74   1.72
2016   2.82   2.59   1.23   1.74   0.19  -0.27  -0.43  -0.87  -1.08  -0.25  -0.20  -0.38
2017  -0.22   0.05  -0.57   0.39   0.20   0.51  -0.31  -0.51  -0.71  -0.94  -1.13  -0.27
2018  -1.07  -0.08  -1.35  -0.51  -0.26   0.25   0.15   0.27   0.96   0.25   0.59  -0.11
2019   0.38   1.34   0.83   0.58   1.05   0.91   0.75   0.25   1.00   0.61   1.10   0.69
2020   0.29   0.36   0.41   0.40  -0.32   0.10  -0.24  -1.09  -0.99  -1.03  -1.02  -1.61
