        1948        2025
 1948 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90
 1949 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90
 1950  -1.69  -1.36  -0.38  -0.50   0.23   1.31   1.80   1.08   1.36   1.45  -0.37   0.07
 1951  -0.07  -0.58  -0.29  -0.19   0.70   0.10   0.88   0.73  -3.45  -0.47   0.62   0.20
 1952   1.43   0.88   0.06   0.28   0.93   1.08  -1.02  -1.43  -1.94   1.39   0.61   0.71
 1953  -1.24   1.38   0.58  -1.86  -0.51  -0.57  -1.10   1.04  -0.86   0.36  -0.44   0.84
 1954  -0.26  -0.67   0.66  -0.53   1.39  -1.63  -0.34   1.89   0.94  -2.15  -0.88  -1.42
 1955   0.40  -0.66   0.51   1.18  -0.26   0.70   1.72  -1.19   1.29   1.20  -1.13  -1.28
 1956  -2.87  -1.65   0.11   0.73   2.00  -0.81   0.58   0.50  -0.38   1.65  -1.30  -2.76
 1957  -0.47  -1.96  -1.42   0.52   0.46  -2.00  -0.73   1.87  -1.76   1.13  -0.49   1.11
 1958   0.26  -1.33   0.76   0.89   1.91   1.51   1.62  -0.16  -1.67   1.16   1.34  -0.24
 1959  -0.91   0.74  -0.51  -0.05  -0.64  -1.05  -0.72  -1.67  -1.58  -1.99  -1.31   0.62
 1960  -0.03   0.54  -1.48  -0.21  -0.10   0.45   0.02   0.60   0.40   0.84  -0.51   0.08
 1961  -0.61  -1.26  -0.16   0.37   1.44   1.47   2.13   0.88   1.09   0.69   0.14  -2.92
 1962  -1.92  -0.13  -0.30  -1.18   0.24   2.00   1.13   1.60   0.41   0.62   0.16  -0.68
 1963  -3.28  -2.32  -0.93   0.96   2.03   2.72   1.99   0.96  -0.12   1.47  -1.45   0.02
 1964  -0.16   0.01  -0.29   1.99   0.19  -0.88   1.86   1.23   0.46   1.41  -0.79  -0.43
 1965  -1.00  -1.04  -1.17   0.49   1.18   1.19   2.64   1.62  -1.29   1.57   1.56   0.38
 1966   0.42   0.73  -0.76   0.08   0.51  -1.03   2.82  -0.34   0.55  -0.96   0.95  -1.34
 1967   0.86  -0.00   0.02   1.51  -1.38  -0.40   0.31   0.15   0.01  -0.80  -0.59  -0.56
 1968  -2.08  -3.18  -0.04  -0.91  -0.93  -1.19   1.18   0.64  -0.72   0.97  -0.97   0.64
 1969  -0.71   0.61   0.56   1.58   1.65   1.37  -0.61  -2.18   0.25   0.32  -0.36   0.57
 1970  -2.17   0.01  -0.29   0.87  -0.15  -0.13   1.00   1.01  -1.50   1.40   0.50   0.57
 1971  -2.51  -1.65  -0.15  -0.08   0.76   1.64   0.77  -0.87  -0.48   0.86   0.31   0.45
 1972  -0.05  -2.26  -1.87  -0.01   1.23   2.06  -0.32   1.09  -1.61   0.51   0.19   0.71
 1973   0.47   1.12   0.56   1.33   0.71  -1.34   0.42   0.06   0.06   0.90   0.29   0.43
 1974  -3.37  -0.78  -1.26  -0.19   0.36  -0.13   0.81   0.24  -0.40  -0.22   0.42  -0.89
 1975  -0.46  -0.77  -0.46   0.37  -0.45  -0.61   1.59   0.32   0.22  -0.00   1.04  -1.01
 1976  -0.71  -0.39  -0.06   0.92   1.19   1.28   2.35   1.22   0.10  -0.66   0.23  -1.11
 1977  -1.08   0.08   1.83   0.97  -0.43   0.17   0.96   0.77   2.13   1.67  -0.27  -0.67
 1978  -0.01  -0.15  -1.26   0.18  -0.04   3.39   2.46   0.66   0.92  -0.76   0.10   1.30
 1979   1.43  -0.66  -0.29   0.85  -0.13   1.56   1.72   1.57   0.35   0.71   2.48   0.03
 1980  -1.71  -0.50   1.09   0.72   1.85   3.29   0.36  -1.39  -1.68   0.68   0.33  -2.41
 1981  -0.82  -0.30   0.35   0.22   0.16  -2.09   0.82  -0.96  -0.59  -0.79  -0.51   0.74
 1982   0.03  -1.57   0.84  -0.52   0.67   1.88   0.05   0.41  -0.03   0.53   0.52   1.42
 1983  -0.05  -0.89  -1.14   1.09   0.50  -1.78   0.37  -1.00  -1.73   0.54  -0.41  -0.80
 1984  -1.67  -0.33  -1.04  -0.91  -1.73   0.80   0.52   0.24   0.17  -1.51   0.16   0.60
 1985  -0.61  -1.12   1.81  -0.53   0.72   0.37   0.24   0.31  -0.40   0.09  -0.97  -0.96
 1986  -0.36  -1.97  -1.16   0.04   0.28  -0.08  -0.04  -0.65   0.69  -0.27  -0.56  -0.17
 1987   1.57   0.37   0.22   0.48   1.77   1.73   0.60  -0.49   1.44   0.93   0.15   1.75
 1988   1.83   0.30   0.53  -0.20  -0.15  -0.25  -1.47   0.78  -0.83  -0.56  -0.96  -0.67
 1989   1.26   0.53  -1.98  -0.28   0.36  -0.62   0.89   2.52   0.44   1.50  -0.47  -1.98
 1990   1.37   0.24  -0.13  -0.84   0.17   0.77   0.42   0.59   0.68   0.11   0.59   0.61
 1991  -1.30  -0.78   1.83   0.70   0.56   0.63  -1.73  -1.15  -0.58  -0.32  -0.94   0.29
 1992   0.35  -0.81   1.12  -0.62  -0.21  -0.17   1.17   1.19  -1.02   0.81   1.26   0.08
 1993  -0.22   0.24  -0.48  -1.67   0.96   0.04  -0.31   0.52  -0.44   1.14   0.83   0.89
 1994   0.47  -1.16  -0.22  -0.14   1.08   0.48   1.11   2.59  -0.93   0.46   0.77   0.27
 1995  -0.18  -2.05  -1.04   0.72   0.91  -1.32   0.83  -0.74   0.05  -0.42  -1.76  -1.72
 1996  -0.92   0.07  -0.30  -2.12  -1.46  -0.09   1.66  -1.18  -1.41  -0.78   0.26   0.60
 1997  -2.31  -0.24  -0.16  -1.04   1.21  -0.67   0.40  -0.34   0.38  -2.15   1.84   0.91
 1998   0.06   0.67   1.04   2.32   1.88  -0.34  -0.40  -0.02   1.81   1.32   0.34   0.60
 1999   0.08   1.51   1.19   1.30  -0.30   0.32   0.26   1.12   0.60  -0.45   1.91  -1.12
 2000  -0.21  -0.41   0.01  -1.30  -1.46   0.57   1.07  -0.86   0.52   1.14  -0.23  -0.68
 2001   0.42   1.57  -1.05   1.10  -1.16   0.41  -0.32  -0.27   2.28  -0.58   0.79  -0.35
 2002  -0.04   0.87   0.73   0.21  -0.79  -0.72  -1.06  -1.64   0.79  -2.12  -1.51   0.54
 2003  -0.14   0.17  -1.01   1.58   0.03   0.76  -1.94  -0.90  -2.17  -0.42   0.69   0.80
 2004  -1.58   0.60   0.13   0.49   0.40   2.08   0.34  -0.03   0.26   0.89   0.65   0.20
 2005  -0.93   0.34  -0.22  -0.18  -0.08   0.79  -1.20   0.35   0.57   1.00  -1.84  -2.04
 2006   0.71   2.06   0.49   0.56   0.19  -1.15  -1.00  -0.16   0.05   0.67  -1.84   1.18
 2007   1.81   0.15  -1.06  -1.61  -0.66  -0.17  -0.09   0.02   1.20   0.40  -0.04   0.37
 2008   0.92   0.01  -1.35   0.28  -0.66  -0.36   0.02  -1.32  -0.83   0.19   0.33   1.01
 2009   0.01   1.71   0.22   0.02  -0.67  -1.74   1.20   0.66  -1.02  -2.05   1.27  -1.07
 2010   0.47   0.23   1.83   0.88  -2.50  -0.08  -2.38   0.41   0.05   0.67  -0.33  -1.26
 2011  -1.37  -0.13  -0.10  -1.93   0.38   0.81  -0.27  -0.51   0.51   1.06   0.39  -0.39
 2012  -1.58   1.01   0.82  -0.29  -1.66  -1.39   0.58  -0.07   0.69  -2.53  -2.02  -0.58
 2013   0.07   1.49   0.59  -1.86  -1.13  -0.47  -0.88  -0.17   1.93  -0.09  -0.04  -2.01
 2014   0.54  -1.37  -0.43  -1.36  -0.85  -0.30  -1.63  -0.77  -1.23  -0.32   0.13  -0.13
 2015  -0.22  -1.37   0.41   1.23   2.14  -0.03   0.77  -1.50  -1.38  -0.75   0.77   0.56
 2016   0.96   1.61  -0.20  -0.26   0.62  -0.62  -1.42  -0.37  -1.75   0.54   1.01   0.97
 2017   0.55  -0.15  -2.13  -0.36   0.68  -0.75   0.46  -1.38  -1.23   0.70   0.70   0.33
 2018   0.43   0.40   0.84  -0.67  -0.19  -0.44  -0.81  -1.38  -1.78  -1.14  -0.61   0.11
 2019   1.05   2.09   0.88  -1.30  -0.63  -1.92  -0.27  -2.19   0.86  -0.81  -0.12   0.74
 2020   0.69   1.46   1.29  -1.34   0.12  -1.25  -0.54  -0.21  -2.44  -1.18   0.72   0.99
 2021   2.45   0.76   2.05  -0.12   0.18  -0.82  -0.44  -1.94  -0.65   1.74  -0.15   0.48
 2022  -1.44  -0.39   0.58   0.31  -1.38  -1.66  -0.52  -0.41   1.82   1.04   0.34  -0.02
 2023   1.99   2.50   0.65  -0.24   1.02   0.33   1.33  -0.37   1.34  -0.83   0.59   1.21
 2024   0.67   1.56   0.97   0.73  -0.27  -1.29  -0.77   1.06   1.38   0.91  -0.20  -0.33
 2025   1.02   0.32   0.77 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90 -99.90
   -99.9
  WP Index from CPC
 https://psl.noaa.gov/data/climateindices/list/for info
